poll_objective,keys_team,ballot_model,power_rating_vs_average,ballot_rank,poll_points,top25_vote,first_place_vote
margin,Florida,scientific_f0_m4,12.695700548606617,12,14,True,False
margin,Michigan,scientific_f0_m4,12.695700548606617,13,13,True,False
margin,Miami,scientific_f0_m4,12.320882418526994,14,12,True,False
margin,Ole Miss,scientific_f0_m4,12.320882418526994,15,11,True,False
margin,Tennessee,scientific_f0_m4,12.320882418526994,16,10,True,False
margin,Auburn,scientific_f0_m4,12.20606889291561,17,9,True,False
margin,Oklahoma,scientific_f0_m4,12.150656714265114,18,8,True,False
margin,Missouri,scientific_f0_m4,12.002763983851652,19,7,True,False
margin,Arkansas,scientific_f0_m4,9.658109106416552,20,6,True,False
margin,Syracuse,scientific_f0_m4,9.658109106416552,21,5,True,False
margin,Kentucky,scientific_f0_m4,9.603276450493787,22,4,True,False
margin,Nebraska,scientific_f0_m4,9.603276450493787,23,3,True,False
margin,Mississippi State,scientific_f0_m4,9.282052005787092,24,2,True,False
margin,TCU,scientific_f0_m4,8.77433621254892,25,1,True,False
margin,Georgia,scientific_f0_m5,16.227521896362305,1,25,True,True
margin,Texas,scientific_f0_m5,16.083284378051758,2,24,True,False
margin,Oregon,scientific_f0_m5,16.076236724853516,3,23,True,False
margin,Alabama,scientific_f0_m5,15.981342315673828,4,22,True,False
margin,Ohio State,scientific_f0_m5,15.893162727355955,5,21,True,False
margin,Notre Dame,scientific_f0_m5,15.776649475097656,6,20,True,False
margin,Texas A&M,scientific_f0_m5,15.538985252380373,7,19,True,False
margin,LSU,scientific_f0_m5,15.522842407226562,8,18,True,False
margin,Florida,scientific_f0_m5,14.873576164245604,9,17,True,False
margin,Michigan,scientific_f0_m5,14.853147506713867,10,16,True,False
margin,Miami,scientific_f0_m5,14.771662712097168,11,15,True,False
margin,Tennessee,scientific_f0_m5,14.770846366882324,12,14,True,False
margin,Ole Miss,scientific_f0_m5,14.767169952392578,13,13,True,False
margin,South Carolina,scientific_f0_m5,14.238908767700195,14,12,True,False
margin,Clemson,scientific_f0_m5,14.23838710784912,15,11,True,False
margin,Oklahoma,scientific_f0_m5,13.912150382995604,16,10,True,False
margin,Auburn,scientific_f0_m5,13.132119178771973,17,9,True,False
margin,USC,scientific_f0_m5,12.888188362121582,18,8,True,False
margin,Missouri,scientific_f0_m5,12.270271301269531,19,7,True,False
margin,Mississippi State,scientific_f0_m5,12.080307006835938,20,6,True,False
margin,Nebraska,scientific_f0_m5,11.132850646972656,21,5,True,False
margin,Kentucky,scientific_f0_m5,11.084434509277344,22,4,True,False
margin,Washington,scientific_f0_m5,10.514728546142578,23,3,True,False
margin,UCLA,scientific_f0_m5,10.304055213928224,24,2,True,False
margin,Penn State,scientific_f0_m5,10.276548385620115,25,1,True,False
margin,Georgia,scientific_f0_m10,30.699232860629497,1,25,True,True
margin,Oregon,scientific_f0_m10,25.68303635307031,2,24,True,False
margin,Ohio State,scientific_f0_m10,21.297981223408343,3,23,True,False
margin,Texas,scientific_f0_m10,20.893844913918173,4,22,True,False
margin,Alabama,scientific_f0_m10,20.201422010733044,5,21,True,False
margin,Kentucky,scientific_f0_m10,18.79982766718116,6,20,True,False
margin,USC,scientific_f0_m10,18.37621610373241,7,19,True,False
margin,Notre Dame,scientific_f0_m10,18.299321516842877,8,18,True,False
margin,Michigan,scientific_f0_m10,17.999161842120937,9,17,True,False
margin,TCU,scientific_f0_m10,17.900247888383888,10,16,True,False
margin,Florida,scientific_f0_m10,16.200813436691814,11,15,True,False
margin,West Virginia,scientific_f0_m10,15.999607905652036,12,14,True,False
margin,Missouri,scientific_f0_m10,15.200113734038798,13,13,True,False
margin,Syracuse,scientific_f0_m10,14.499961593990584,14,12,True,False
margin,Oklahoma,scientific_f0_m10,14.19999407234081,15,11,True,False
margin,Arkansas,scientific_f0_m10,14.099968972261609,16,10,True,False
margin,Auburn,scientific_f0_m10,13.999893428456408,17,9,True,False
margin,Houston,scientific_f0_m10,13.89998884375272,18,8,True,False
margin,Mississippi State,scientific_f0_m10,13.80068478122693,19,7,True,False
margin,LSU,scientific_f0_m10,13.499590637182878,20,6,True,False
margin,Texas A&M,scientific_f0_m10,12.90034538659063,21,5,True,False
margin,Wisconsin,scientific_f0_m10,11.800007502110564,22,4,True,False
margin,Arizona,scientific_f0_m10,11.500168519466126,23,3,True,False
margin,Maryland,scientific_f0_m10,10.500101956204457,24,2,True,False
margin,Virginia,scientific_f0_m10,10.309874716397706,25,1,True,False
margin,Ohio State,scientific_f1_m1,26.08708445006824,1,25,True,True
margin,Oregon,scientific_f1_m1,24.462040809986323,2,24,True,False
margin,Notre Dame,scientific_f1_m1,23.299845830829597,3,23,True,False
margin,Georgia,scientific_f1_m1,22.27476168937057,4,22,True,False
margin,Texas Tech,scientific_f1_m1,20.75701568965863,5,21,True,False
margin,Indiana,scientific_f1_m1,20.09291070415056,6,20,True,False
margin,Alabama,scientific_f1_m1,20.00922111120498,7,19,True,False
margin,Miami,scientific_f1_m1,19.808592030769773,8,18,True,False
margin,Texas A&M,scientific_f1_m1,18.321298096729983,9,17,True,False
margin,Ole Miss,scientific_f1_m1,17.949142154668742,10,16,True,False
margin,Texas,scientific_f1_m1,17.680424674762424,11,15,True,False
margin,Virginia,scientific_f1_m1,16.1904649431235,12,14,True,False
margin,USC,scientific_f1_m1,15.821039192919486,13,13,True,False
margin,Oklahoma,scientific_f1_m1,14.874536573241596,14,12,True,False
margin,Tennessee,scientific_f1_m1,14.87226188384275,15,11,True,False
margin,Michigan,scientific_f1_m1,14.720893878181045,16,10,True,False
margin,Utah,scientific_f1_m1,13.825878219090598,17,9,True,False
margin,Missouri,scientific_f1_m1,13.735444746093616,18,8,True,False
margin,LSU,scientific_f1_m1,13.686117403848996,19,7,True,False
margin,Clemson,scientific_f1_m1,13.567170968820278,20,6,True,False
margin,Washington,scientific_f1_m1,12.886894438835869,21,5,True,False
margin,Florida State,scientific_f1_m1,12.72042683914475,22,4,True,False
margin,Vanderbilt,scientific_f1_m1,12.614017786493594,23,3,True,False
margin,South Florida,scientific_f1_m1,11.944926927887844,24,2,True,False
margin,Iowa,scientific_f1_m1,11.776639041869988,25,1,True,False
margin,Ohio State,scientific_f1_m2,27.370977831614013,1,25,True,True
margin,Oregon,scientific_f1_m2,26.448755145535884,2,24,True,False
margin,Notre Dame,scientific_f1_m2,24.839866814337967,3,23,True,False
margin,Georgia,scientific_f1_m2,23.426101843022305,4,22,True,False
margin,Texas Tech,scientific_f1_m2,22.655178397024976,5,21,True,False
margin,Indiana,scientific_f1_m2,21.320622753944622,6,20,True,False
margin,Alabama,scientific_f1_m2,20.839057022147166,7,19,True,False
margin,Miami,scientific_f1_m2,20.393843363399853,8,18,True,False
margin,Texas A&M,scientific_f1_m2,19.02395073170481,9,17,True,False
margin,Ole Miss,scientific_f1_m2,18.974758133969058,10,16,True,False
margin,Texas,scientific_f1_m2,18.219105376397195,11,15,True,False
margin,Virginia,scientific_f1_m2,16.199319890435106,12,14,True,False
margin,USC,scientific_f1_m2,15.911005896543664,13,13,True,False
margin,Tennessee,scientific_f1_m2,15.395118908130437,14,12,True,False
margin,Oklahoma,scientific_f1_m2,14.84489146493599,15,11,True,False
margin,Michigan,scientific_f1_m2,14.580754472259128,16,10,True,False
margin,North Carolina,scientific_f1_m2,14.469236547941891,17,9,True,False
margin,Utah,scientific_f1_m2,14.33015558443931,18,8,True,False
margin,Missouri,scientific_f1_m2,13.479239336387154,19,7,True,False
margin,LSU,scientific_f1_m2,13.389344352769916,20,6,True,False
margin,Clemson,scientific_f1_m2,13.285079777235149,21,5,True,False
margin,Florida State,scientific_f1_m2,12.941744360770466,22,4,True,False
margin,Vanderbilt,scientific_f1_m2,12.733638438394252,23,3,True,False
margin,Washington,scientific_f1_m2,12.66662393898566,24,2,True,False
margin,Eastern Michigan,scientific_f1_m2,12.283201370061311,25,1,True,False
margin,Notre Dame,scientific_f1_m3,26.75098395454449,1,25,True,True
margin,Ohio State,scientific_f1_m3,24.68370962863895,2,24,True,False
margin,Indiana,scientific_f1_m3,23.936902380952365,3,23,True,False
margin,Oregon,scientific_f1_m3,22.205108241099293,4,22,True,False
margin,Texas Tech,scientific_f1_m3,21.86652619047618,5,21,True,False
margin,Ole Miss,scientific_f1_m3,19.66762063492064,6,20,True,False
margin,Georgia,scientific_f1_m3,19.64428293508332,7,19,True,False
margin,Florida State,scientific_f1_m3,17.95694761904763,8,18,True,False
margin,Alabama,scientific_f1_m3,17.772180280309193,9,17,True,False
margin,Miami,scientific_f1_m3,17.278359861775648,10,16,True,False
margin,South Florida,scientific_f1_m3,16.944131746031744,11,15,True,False
margin,Texas A&M,scientific_f1_m3,16.60165382536853,12,14,True,False
margin,USC,scientific_f1_m3,16.412445238095227,13,13,True,False
margin,Washington,scientific_f1_m3,16.254584256854255,14,12,True,False
margin,Texas,scientific_f1_m3,15.86473728914964,15,11,True,False
margin,Tennessee,scientific_f1_m3,14.93404047619048,16,10,True,False
margin,LSU,scientific_f1_m3,14.838332325969182,17,9,True,False
margin,Missouri,scientific_f1_m3,14.229816209307492,18,8,True,False
margin,Arizona,scientific_f1_m3,13.634137251918768,19,7,True,False
margin,Utah,scientific_f1_m3,13.55371984126984,20,6,True,False
margin,Clemson,scientific_f1_m3,13.295111413626284,21,5,True,False
margin,Oklahoma,scientific_f1_m3,13.098593703232156,22,4,True,False
margin,Auburn,scientific_f1_m3,12.270122266900072,23,3,True,False
margin,BYU,scientific_f1_m3,12.15588831498614,24,2,True,False
margin,Michigan,scientific_f1_m3,12.085952198378584,25,1,True,False
margin,Oregon,scientific_f1_m4,27.14378648089448,1,25,True,True
margin,Notre Dame,scientific_f1_m4,27.085812578294878,2,24,True,False
margin,Ohio State,scientific_f1_m4,26.996092437660405,3,23,True,False
margin,Indiana,scientific_f1_m4,23.051562090462387,4,22,True,False
margin,Georgia,scientific_f1_m4,22.66526567450656,5,21,True,False
margin,Texas Tech,scientific_f1_m4,22.654236866051228,6,20,True,False
margin,Alabama,scientific_f1_m4,19.088402870732363,7,19,True,False
margin,Texas A&M,scientific_f1_m4,18.02199654814761,8,18,True,False
margin,Miami,scientific_f1_m4,17.86731877153588,9,17,True,False
margin,Ole Miss,scientific_f1_m4,17.553417301824283,10,16,True,False
margin,Texas,scientific_f1_m4,17.071391694442752,11,15,True,False
margin,Michigan,scientific_f1_m4,16.718203664915404,12,14,True,False
margin,Tennessee,scientific_f1_m4,16.71412406761454,13,13,True,False
margin,Virginia,scientific_f1_m4,16.42128857991288,14,12,True,False
margin,USC,scientific_f1_m4,16.40015051243836,15,11,True,False
margin,Utah,scientific_f1_m4,15.98667441641021,16,10,True,False
margin,LSU,scientific_f1_m4,15.443593732553946,17,9,True,False
margin,South Florida,scientific_f1_m4,14.719059203422123,18,8,True,False
margin,Oklahoma,scientific_f1_m4,14.55984422907186,19,7,True,False
margin,Washington,scientific_f1_m4,14.045030091215835,20,6,True,False
margin,Florida State,scientific_f1_m4,13.976541477541854,21,5,True,False
margin,Clemson,scientific_f1_m4,13.510726977924362,22,4,True,False
margin,Vanderbilt,scientific_f1_m4,13.243766300180436,23,3,True,False
margin,Missouri,scientific_f1_m4,12.896776338277975,24,2,True,False
margin,North Dakota State,scientific_f1_m4,12.673286617276275,25,1,True,False
margin,Eastern Michigan,scientific_f1_m5,59.37916946411133,1,25,True,True
margin,North Carolina,scientific_f1_m5,53.41949081420898,2,24,True,False
margin,Memphis,scientific_f1_m5,52.7651252746582,3,23,True,False
margin,TCU,scientific_f1_m5,52.58469772338867,4,22,True,False
margin,Sacramento State,scientific_f1_m5,46.651023864746094,5,21,True,False
margin,UNLV,scientific_f1_m5,44.55783462524414,6,20,True,False
margin,Hawai'i,scientific_f1_m5,33.58217239379883,7,19,True,False
margin,NC State,scientific_f1_m5,29.673084259033203,8,18,True,False
margin,Jacksonville State,scientific_f1_m5,28.933225631713867,9,17,True,False
margin,Ohio State,scientific_f1_m5,25.678050994873047,10,16,True,False
margin,Notre Dame,scientific_f1_m5,24.851381301879883,11,15,True,False
margin,Oregon,scientific_f1_m5,24.814472198486328,12,14,True,False
margin,Texas Tech,scientific_f1_m5,24.598825454711918,13,13,True,False
margin,Indiana,scientific_f1_m5,22.75798225402832,14,12,True,False
margin,Utah,scientific_f1_m5,22.198102951049805,15,11,True,False
margin,Georgia,scientific_f1_m5,22.14557266235352,16,10,True,False
margin,Ole Miss,scientific_f1_m5,21.10422134399414,17,9,True,False
margin,Miami,scientific_f1_m5,21.037647247314453,18,8,True,False
margin,Alabama,scientific_f1_m5,20.68071556091309,19,7,True,False
margin,Vanderbilt,scientific_f1_m5,20.542709350585938,20,6,True,False
margin,Texas A&M,scientific_f1_m5,19.51763916015625,21,5,True,False
margin,South Florida,scientific_f1_m5,19.436208724975582,22,4,True,False
margin,Tennessee,scientific_f1_m5,18.56768226623535,23,3,True,False
margin,Washington,scientific_f1_m5,18.010456085205078,24,2,True,False
margin,North Texas,scientific_f1_m5,17.37223243713379,25,1,True,False
margin,Texas Tech,scientific_f1_m10,27.263724825677937,1,25,True,True
margin,UNLV,scientific_f1_m10,19.52340925486121,2,24,True,False
margin,Notre Dame,scientific_f1_m10,18.578835021396863,3,23,True,False
margin,South Florida,scientific_f1_m10,18.20589777146819,4,22,True,False
margin,Indiana,scientific_f1_m10,18.17530162425952,5,21,True,False
margin,Texas,scientific_f1_m10,18.171552955706638,6,20,True,False
margin,TCU,scientific_f1_m10,17.85368272613298,7,19,True,False
margin,Florida,scientific_f1_m10,17.099881287935272,8,18,True,False
margin,Georgia,scientific_f1_m10,16.40070836169792,9,17,True,False
margin,Alabama,scientific_f1_m10,15.764447416835962,10,16,True,False
margin,USC,scientific_f1_m10,15.662355835169494,11,15,True,False
margin,Wisconsin,scientific_f1_m10,15.342644304469392,12,14,True,False
margin,Texas A&M,scientific_f1_m10,14.659475467545164,13,13,True,False
margin,Ole Miss,scientific_f1_m10,14.58220970423117,14,12,True,False
margin,Arizona,scientific_f1_m10,14.061375831392088,15,11,True,False
margin,Eastern Michigan,scientific_f1_m10,13.751238605667217,16,10,True,False
margin,Sacramento State,scientific_f1_m10,13.68382358839293,17,9,True,False
margin,North Carolina,scientific_f1_m10,13.572082852316017,18,8,True,False
margin,Oregon,scientific_f1_m10,13.454394648777036,19,7,True,False
margin,Iowa State,scientific_f1_m10,13.429717548744744,20,6,True,False
margin,Memphis,scientific_f1_m10,13.139567125095946,21,5,True,False
margin,Georgia Tech,scientific_f1_m10,12.88116801512236,22,4,True,False
margin,James Madison,scientific_f1_m10,12.825046072066318,23,3,True,False
margin,Utah,scientific_f1_m10,12.639525486899208,24,2,True,False
margin,Washington,scientific_f1_m10,12.52532301073698,25,1,True,False
margin,North Carolina,scientific_f2_m1,28.24691778394505,1,25,True,True
margin,Ohio State,scientific_f2_m1,19.783609415811146,2,24,True,False
margin,Eastern Michigan,scientific_f2_m1,18.20058704318002,3,23,True,False
margin,Oregon,scientific_f2_m1,18.00733006043476,4,22,True,False
margin,Notre Dame,scientific_f2_m1,17.843567197091225,5,21,True,False
margin,Memphis,scientific_f2_m1,17.086966488589702,6,20,True,False
margin,Georgia,scientific_f2_m1,15.287654372331737,7,19,True,False
margin,Alabama,scientific_f2_m1,14.812418890414149,8,18,True,False
margin,Indiana,scientific_f2_m1,13.541326224285338,9,17,True,False
margin,Miami,scientific_f2_m1,13.403271221480669,10,16,True,False
margin,Ole Miss,scientific_f2_m1,12.746553730618706,11,15,True,False
margin,Texas A&M,scientific_f2_m1,12.673041930478645,12,14,True,False
margin,Texas Tech,scientific_f2_m1,12.278977412428262,13,13,True,False
margin,Texas,scientific_f2_m1,12.026700307886417,14,12,True,False
margin,Florida State,scientific_f2_m1,11.07689760505894,15,11,True,False
margin,Michigan,scientific_f2_m1,10.44460929797054,16,10,True,False
margin,USC,scientific_f2_m1,10.382718595703173,17,9,True,False
margin,UNLV,scientific_f2_m1,10.173948236566392,18,8,True,False
margin,TCU,scientific_f2_m1,9.934695004499323,19,7,True,False
margin,Oklahoma,scientific_f2_m1,9.772428814430482,20,6,True,False
margin,Missouri,scientific_f2_m1,9.507812426484952,21,5,True,False
margin,Vanderbilt,scientific_f2_m1,9.38406826633778,22,4,True,False
margin,Clemson,scientific_f2_m1,9.315460416928191,23,3,True,False
margin,Virginia,scientific_f2_m1,9.23304666467329,24,2,True,False
margin,Tennessee,scientific_f2_m1,8.454032369103391,25,1,True,False
margin,Ohio State,scientific_f2_m2,28.725003881776708,1,25,True,True
margin,Oregon,scientific_f2_m2,27.485717440400144,2,24,True,False
margin,Notre Dame,scientific_f2_m2,26.03132422675656,3,23,True,False
margin,North Carolina,scientific_f2_m2,24.154648487035782,4,22,True,False
margin,Georgia,scientific_f2_m2,23.67605477267113,5,21,True,False
margin,Alabama,scientific_f2_m2,23.12495092965156,6,20,True,False
margin,Indiana,scientific_f2_m2,21.56657010678108,7,19,True,False
margin,Miami,scientific_f2_m2,21.38294704793045,8,18,True,False
margin,Ole Miss,scientific_f2_m2,21.24643575231428,9,17,True,False
margin,Texas A&M,scientific_f2_m2,20.86725317541416,10,16,True,False
margin,Texas Tech,scientific_f2_m2,20.43944769534681,11,15,True,False
margin,Texas,scientific_f2_m2,19.401448236321947,12,14,True,False
margin,Michigan,scientific_f2_m2,17.688369098529922,13,13,True,False
margin,Missouri,scientific_f2_m2,17.267068671445287,14,12,True,False
margin,Vanderbilt,scientific_f2_m2,16.572730862953627,15,11,True,False
margin,Tennessee,scientific_f2_m2,16.460665619495412,16,10,True,False
margin,Virginia,scientific_f2_m2,16.088568581427037,17,9,True,False
margin,Florida State,scientific_f2_m2,16.08404744480165,18,8,True,False
margin,Oklahoma,scientific_f2_m2,15.743852133426843,19,7,True,False
margin,Utah,scientific_f2_m2,15.081927266167291,20,6,True,False
margin,Memphis,scientific_f2_m2,14.9338771904955,21,5,True,False
margin,Washington,scientific_f2_m2,14.824668916053191,22,4,True,False
margin,Clemson,scientific_f2_m2,14.52342084046468,23,3,True,False
margin,USC,scientific_f2_m2,14.31328101235929,24,2,True,False
margin,South Florida,scientific_f2_m2,13.655588783383958,25,1,True,False
margin,Ohio State,scientific_f2_m3,27.012076190476176,1,25,True,True
margin,Oregon,scientific_f2_m3,26.646182508412984,2,24,True,False
margin,Notre Dame,scientific_f2_m3,23.53369306599832,3,23,True,False
margin,Indiana,scientific_f2_m3,23.479182539682533,4,22,True,False
margin,Texas Tech,scientific_f2_m3,22.249178571428548,5,21,True,False
margin,Miami,scientific_f2_m3,21.50111391941391,6,20,True,False
margin,Georgia,scientific_f2_m3,19.50934008386051,7,19,True,False
margin,Texas A&M,scientific_f2_m3,18.324317331654925,8,18,True,False
margin,USC,scientific_f2_m3,17.824507865724318,9,17,True,False
margin,Ole Miss,scientific_f2_m3,17.70698114277942,10,16,True,False
margin,Vanderbilt,scientific_f2_m3,17.243437301587303,11,15,True,False
margin,South Florida,scientific_f2_m3,16.905841414141413,12,14,True,False
margin,Washington,scientific_f2_m3,16.7525873015873,13,13,True,False
margin,Alabama,scientific_f2_m3,16.519281025998485,14,12,True,False
margin,Utah,scientific_f2_m3,16.485469047619063,15,11,True,False
margin,Virginia,scientific_f2_m3,15.68486984126984,16,10,True,False
margin,Tennessee,scientific_f2_m3,15.515327419354833,17,9,True,False
margin,Texas,scientific_f2_m3,15.110015009009736,18,8,True,False
margin,North Texas,scientific_f2_m3,14.060596783625732,19,7,True,False
margin,James Madison,scientific_f2_m3,13.928026767676776,20,6,True,False
margin,Missouri,scientific_f2_m3,13.849571428571432,21,5,True,False
margin,Florida State,scientific_f2_m3,13.831230158730165,22,4,True,False
margin,Oklahoma,scientific_f2_m3,13.222269403850133,23,3,True,False
margin,BYU,scientific_f2_m3,13.10128871870759,24,2,True,False
margin,Toledo,scientific_f2_m3,13.026983365079367,25,1,True,False
margin,Oregon,scientific_f2_m4,29.61919219165038,1,25,True,True
margin,Ohio State,scientific_f2_m4,29.382659448631347,2,24,True,False
margin,Notre Dame,scientific_f2_m4,28.024568290976266,3,23,True,False
margin,Texas Tech,scientific_f2_m4,26.321183486467373,4,22,True,False
margin,Indiana,scientific_f2_m4,23.603993459589173,5,21,True,False
margin,Georgia,scientific_f2_m4,22.370736403739333,6,20,True,False
margin,Miami,scientific_f2_m4,20.53109474959928,7,19,True,False
margin,Texas A&M,scientific_f2_m4,19.04916329026331,8,18,True,False
margin,South Florida,scientific_f2_m4,18.90454019740952,9,17,True,False
margin,Ole Miss,scientific_f2_m4,18.543903901921265,10,16,True,False
margin,Alabama,scientific_f2_m4,18.46538159752614,11,15,True,False
margin,Texas,scientific_f2_m4,18.22453571935805,12,14,True,False
margin,Virginia,scientific_f2_m4,17.81471722731065,13,13,True,False
margin,Michigan,scientific_f2_m4,17.593749625312096,14,12,True,False
margin,Utah,scientific_f2_m4,17.482309906079635,15,11,True,False
margin,Tennessee,scientific_f2_m4,16.67336636215625,16,10,True,False
margin,Vanderbilt,scientific_f2_m4,16.37202525795095,17,9,True,False
margin,Missouri,scientific_f2_m4,15.668307413354093,18,8,True,False
margin,Oklahoma,scientific_f2_m4,15.65975500858156,19,7,True,False
margin,Washington,scientific_f2_m4,15.596742240774129,20,6,True,False
margin,Florida State,scientific_f2_m4,14.897168442687418,21,5,True,False
margin,LSU,scientific_f2_m4,14.696396713302764,22,4,True,False
margin,USC,scientific_f2_m4,14.582681799028796,23,3,True,False
margin,Clemson,scientific_f2_m4,12.558718221281834,24,2,True,False
margin,BYU,scientific_f2_m4,12.209119706221005,25,1,True,False
margin,Vanderbilt,scientific_f2_m5,31.625905990600582,1,25,True,True
margin,Notre Dame,scientific_f2_m5,31.106000900268555,2,24,True,False
margin,Ohio State,scientific_f2_m5,30.186981201171875,3,23,True,False
